timestamp(ms),DataLoss,Millisekunden_pro_100000_Nachrichten,
"1705351396.278",,"50892",
"1705351447.167","0",,
"1705351447.169",,"50892",
"1705351498.059","0",,
"1705351498.062",,"50893",
"1705351548.95","0",,
"1705351548.952",,"50892",
"1705351599.841","0",,
"1705351599.843",,"50892",
"1705351650.732","0",,
"1705351650.734",,"50892",
"1705351701.623","0",,
"1705351701.625",,"50892",
"1705351752.513","0",,
"1705351752.515",,"50891",
"1705351803.403","0",,
"1705351803.406",,"50891",
"1705351854.294","0",,
"1705351854.297",,"50892",
"1705351905.186","0",,
"1705351905.188",,"50893",
"1705351956.076","0",,
"1705351956.079",,"50891",
"1705352006.967","0",,
"1705352006.969",,"50892",
"1705352057.858","0",,
"1705352057.86",,"50892",
"1705352108.748","0",,
"1705352108.75",,"50891",
"1705352159.638","0",,
"1705352159.64",,"50890",
"1705352210.527","0",,
"1705352210.53",,"50891",
"1705352261.417","0",,
"1705352261.419",,"50890",
"1705352312.306","0",,
"1705352312.308",,"50890",
"1705352363.197","0",,
"1705352363.199",,"50892",
"1705352414.088","0",,
"1705352414.09",,"50892",
"1705352464.979","0",,
"1705352464.982",,"50893",
"1705352515.871","0",,
"1705352515.873",,"50892",
"1705352566.762","0",,
"1705352566.764",,"50892",
"1705352617.653","0",,
"1705352617.656",,"50892",
"1705352668.545","0",,
"1705352668.547",,"50893",
"1705352719.436","0",,
"1705352719.439",,"50892",
"1705352770.327","0",,
"1705352770.329",,"50892",
"1705352821.218","0",,
"1705352821.22",,"50892",
"1705352872.109","0",,
"1705352872.111",,"50892",
"1705352923","0",,
"1705352923.002",,"50892",
"1705352973.892","0",,
"1705352973.894",,"50893",
"1705353024.784","0",,
"1705353024.786",,"50893",
"1705353075.676","0",,
"1705353075.68",,"50892",
"1705353126.567","0",,
"1705353126.569",,"50892",
"1705353177.459","0",,
"1705353177.461",,"50893",
"1705353228.35","0",,
"1705353228.352",,"50892",
"1705353279.24","0",,
"1705353279.243",,"50891",
"1705353330.131","0",,
"1705353330.134",,"50892",
"1705353381.022","0",,
"1705353381.025",,"50892",
"1705353431.916","0",,
"1705353431.917",,"50893",
"1705353482.806","0",,
"1705353482.807",,"50892",
"1705353533.697","0",,
"1705353533.699",,"50892",
"1705353584.588","0",,
"1705353584.59",,"50893",
"1705353635.479","0",,
"1705353635.481",,"50892",
"1705353686.371","0",,
"1705353686.374",,"50893",
"1705353737.263","0",,
"1705353737.265",,"50892",
"1705353788.153","0",,
"1705353788.156",,"50892",
"1705353839.045","0",,
"1705353839.047",,"50892",
"1705353889.936","0",,
"1705353889.939",,"50893",
"1705353940.828","0",,
"1705353940.83",,"50892",
"1705353991.72","0",,
"1705353991.722",,"50893",
"1705354042.611","0",,
"1705354042.613",,"50892",
"1705354093.502","0",,
"1705354093.504",,"50892",
"1705354144.393","0",,
"1705354144.395",,"50892",
"1705354195.285","0",,
"1705354195.287",,"50893",
"1705354246.177","0",,
"1705354246.179",,"50893",
"1705354297.069","0",,
"1705354297.071",,"50893",
"1705354347.962","0",,
"1705354347.964",,"50894",
"1705354398.854","0",,
"1705354398.857",,"50893",
"1705354449.747","0",,
"1705354449.749",,"50894",
"1705354500.64","0",,
"1705354500.642",,"50894",
"1705354551.532","0",,
"1705354551.534",,"50892",
"1705354602.424","0",,
"1705354602.426",,"50894",
"1705354653.317","0",,
"1705354653.319",,"50893",
"1705354704.209","0",,
"1705354704.211",,"50894",
"1705354755.102","0",,
"1705354755.105",,"50894",
"1705354805.995","0",,
"1705354805.998",,"50894",
"1705354856.889","0",,
"1705354856.891",,"50894",
"1705354907.782","0",,
"1705354907.784",,"50894",
"1705354958.675","0",,
"1705354958.677",,"50894",
"1705355009.568","0",,
"1705355009.57",,"50894",
"1705355060.462","0",,
"1705355060.464",,"50895",
"1705355111.355","0",,
"1705355111.358",,"50894",
"1705355162.249","0",,
"1705355162.25",,"50894",
"1705355213.14","0",,
"1705355213.142",,"50893",
"1705355264.033","0",,
"1705355264.035",,"50894",
"1705355314.925","0",,
"1705355314.928",,"50893",
"1705355365.818","0",,
"1705355365.82",,"50893",
"1705355416.711","0",,
"1705355416.713",,"50894",
"1705355467.603","0",,
"1705355467.606",,"50894",
"1705355518.496","0",,
"1705355518.498",,"50893",
"1705355569.389","0",,
"1705355569.391",,"50894",
"1705355620.282","0",,
"1705355620.284",,"50894",
"1705355671.175","0",,
"1705355671.177",,"50894",
"1705355722.067","0",,
"1705355722.07",,"50893",
"1705355772.96","0",,
"1705355772.962",,"50894",
"1705355823.854","0",,
"1705355823.856",,"50895",
"1705355874.747","0",,
"1705355874.749",,"50894",
"1705355925.641","0",,
"1705355925.643",,"50895",
"1705355976.534","0",,
"1705355976.537",,"50894",
"1705356027.427","0",,
"1705356027.429",,"50894",
"1705356078.32","0",,
"1705356078.322",,"50893",
"1705356129.212","0",,
"1705356129.214",,"50894",
"1705356180.104","0",,
"1705356180.107",,"50893",
"1705356230.997","0",,
"1705356230.999",,"50893",
"1705356281.888","0",,
"1705356281.891",,"50893",
"1705356332.781","0",,
"1705356332.783",,"50894",
"1705356383.675","0",,
"1705356383.677",,"50894",
"1705356434.568","0",,
"1705356434.57",,"50894",
"1705356485.46","0",,
"1705356485.462",,"50893",
"1705356536.354","0",,
"1705356536.356",,"50894",
"1705356587.247","0",,
"1705356587.249",,"50895",
"1705356638.139","0",,
"1705356638.142",,"50893",
"1705356689.032","0",,
"1705356689.034",,"50894",
"1705356739.925","0",,
"1705356739.927",,"50894",
"1705356790.818","0",,
"1705356790.821",,"50894",
"1705356841.712","0",,
"1705356841.715",,"50895",
"1705356892.605","0",,
"1705356892.607",,"50893",
"1705356943.499","0",,
"1705356943.501",,"50895",
"1705356994.391","0",,
"1705356994.394",,"50894",
"1705357045.285","0",,
"1705357045.287",,"50894",
"1705357096.177","0",,
"1705357096.179",,"50893",
"1705357147.069","0",,
"1705357147.072",,"50893",
"1705357197.962","0",,
"1705357197.964",,"50894",
"1705357248.855","0",,
"1705357248.857",,"50894",
"1705357299.748","0",,
"1705357299.751",,"50894",
"1705357350.642","0",,
"1705357350.645",,"50895",
"1705357401.539","0",,
"1705357401.54",,"50896",
"1705357452.43","0",,
"1705357452.432",,"50894",
"1705357503.323","0",,
"1705357503.325",,"50893",
"1705357554.215","0",,
"1705357554.218",,"50894",
"1705357605.108","0",,
"1705357605.11",,"50893",
"1705357656.002","0",,
"1705357656.004",,"50895",
"1705357706.894","0",,
"1705357706.897",,"50893",
"1705357757.786","0",,
"1705357757.788",,"50893",
"1705357808.677","0",,
"1705357808.679",,"50892",
"1705357859.567","0",,
"1705357859.569",,"50891",
"1705357910.46","0",,
"1705357910.462",,"50894",
"1705357961.353","0",,
"1705357961.355",,"50894",
"1705358012.244","0",,
"1705358012.246",,"50892",
"1705358063.135","0",,
"1705358063.137",,"50892",
"1705358114.026","0",,
"1705358114.029",,"50892",
"1705358164.924","0",,
"1705358164.925",,"50892",
"1705358215.809","0",,
"1705358215.811",,"50892",
"1705358266.7","0",,
"1705358266.702",,"50892",
"1705358317.592","0",,
"1705358317.594",,"50893",
"1705358368.482","0",,
"1705358368.485",,"50892",
"1705358419.375","0",,
"1705358419.378",,"50894",
"1705358470.268","0",,
"1705358470.271",,"50893",
"1705358521.161","0",,
"1705358521.163",,"50894",
"1705358572.053","0",,
"1705358572.056",,"50894",
"1705358622.948","0",,
"1705358622.949",,"50894",
"1705358673.838","0",,
"1705358673.841",,"50893",
"1705358724.731","0",,
"1705358724.733",,"50892",
"1705358775.622","0",,
"1705358775.625",,"50893",
"1705358826.515","0",,
"1705358826.517",,"50893",
"1705358877.407","0",,
"1705358877.409",,"50894",
"1705358928.298","0",,
"1705358928.3",,"50892",
"1705358979.19","0",,
"1705358979.192",,"50893",
"1705359030.082","0",,
"1705359030.084",,"50892",
"1705359080.973","0",,
"1705359080.975",,"50892",
"1705359131.865","0",,
"1705359131.867",,"50893",
"1705359182.756","0",,
"1705359182.758",,"50892",
"1705359233.649","0",,
"1705359233.651",,"50894",
"1705359284.54","0",,
"1705359284.542",,"50892",
"1705359335.432","0",,
"1705359335.434",,"50893",
"1705359386.323","0",,
"1705359386.326",,"50892",
"1705359437.215","0",,
"1705359437.218",,"50893",
"1705359488.106","0",,
"1705359488.109",,"50892",
"1705359538.998","0",,
"1705359539.001",,"50893",
"1705359589.89","0",,
"1705359589.893",,"50893",
"1705359640.782","0",,
"1705359640.784",,"50892",
"1705359691.674","0",,
"1705359691.676",,"50893",
"1705359742.566","0",,
"1705359742.569",,"50893",
"1705359793.458","0",,
"1705359793.46",,"50892",
"1705359844.351","0",,
"1705359844.353",,"50894",
"1705359895.244","0",,
"1705359895.246",,"50894",
"1705359946.136","0",,
"1705359946.138",,"50893",
"1705359997.028","0",,
"1705359997.03",,"50893",
"1705360047.92","0",,
"1705360047.922",,"50893",
"1705360098.812","0",,
"1705360098.814",,"50893",
"1705360149.705","0",,
"1705360149.707",,"50894",
"1705360200.597","0",,
"1705360200.599",,"50893",
"1705360251.49","0",,
"1705360251.492",,"50894",
"1705360302.397","0",,
"1705360302.405",,"50893",
"1705360353.274","0",,
"1705360353.276",,"50893",
"1705360404.166","0",,
"1705360404.168",,"50892",
"1705360455.058","0",,
"1705360455.061",,"50894",
"1705360505.951","0",,
"1705360505.953",,"50893",
"1705360556.843","0",,
"1705360556.845",,"50893",
"1705360607.735","0",,
"1705360607.737",,"50893",
"1705360658.627","0",,
"1705360658.63",,"50893",
"1705360709.519","0",,
"1705360709.522",,"50894",
"1705360760.412","0",,
"1705360760.414",,"50893",
"1705360811.304","0",,
"1705360811.306",,"50893",
"1705360862.196","0",,
"1705360862.198",,"50892",
"1705360913.086","0",,
"1705360913.089",,"50892",
"1705360963.978","0",,
"1705360963.98",,"50893",
"1705361014.869","0",,
"1705361014.871",,"50892",
"1705361065.76","0",,
"1705361065.763",,"50892",
"1705361116.653","0",,
"1705361116.655",,"50893",
"1705361167.546","0",,
"1705361167.548",,"50895",
"1705361218.439","0",,
"1705361218.441",,"50893",
"1705361269.332","0",,
"1705361269.334",,"50894",
"1705361320.225","0",,
"1705361320.227",,"50894",
"1705361371.118","0",,
"1705361371.121",,"50895",
"1705361422.012","0",,
"1705361422.014",,"50894",
"1705361472.906","0",,
"1705361472.908",,"50895",
"1705361523.801","0",,
"1705361523.803",,"50895",
"1705361574.695","0",,
"1705361574.697",,"50896",
"1705361625.59","0",,
"1705361625.593",,"50896",
"1705361676.484","0",,
"1705361676.487",,"50895",
"1705361727.379","0",,
"1705361727.382",,"50896",
"1705361778.274","0",,
"1705361778.276",,"50896",
"1705361829.177","0",,
"1705361829.178",,"50895",
"1705361880.062","0",,
"1705361880.065",,"50895",
"1705361930.957","0",,
"1705361930.959",,"50896",
"1705361981.851","0",,
"1705361981.854",,"50895",
"1705362032.746","0",,
"1705362032.748",,"50895",
"1705362083.64","0",,
"1705362083.642",,"50895",
"1705362134.534","0",,
"1705362134.536",,"50896",
"1705362185.43","0",,
"1705362185.431",,"50895",
"1705362236.323","0",,
"1705362236.325",,"50895",
"1705362287.22","0","50896",
"1705362338.113","0",,
"1705362338.115",,"50896",
"1705362389.007","0",,
"1705362389.01",,"50895",
"1705362439.901","0",,
"1705362439.904",,"50896",
"1705362490.796","0",,
"1705362490.798",,"50895",
"1705362541.69","0",,
"1705362541.692",,"50895",
"1705362592.584","0",,
"1705362592.586",,"50895",
"1705362643.479","0",,
"1705362643.481",,"50895",
"1705362694.375","0",,
"1705362694.377",,"50897",
"1705362745.269","0",,
"1705362745.271",,"50895",
"1705362796.162","0",,
"1705362796.164",,"50894",
"1705362847.056","0",,
"1705362847.058",,"50895",
"1705362897.95","0",,
"1705362897.952",,"50895",
"1705362948.844","0",,
"1705362948.846",,"50895",
"1705362999.737","0",,
"1705362999.74",,"50895",
"1705363050.631","0",,
"1705363050.633",,"50895",
"1705363101.527","0",,
"1705363101.529",,"50896",
"1705363152.422","0",,
"1705363152.424",,"50896",
"1705363203.316","0",,
"1705363203.318",,"50895",
"1705363254.21","0",,
"1705363254.213",,"50895",
"1705363305.105","0",,
"1705363305.107",,"50895",
"1705363355.999","0",,
"1705363356.001",,"50895",
"1705363406.893","0",,
"1705363406.896",,"50896",
"1705363457.787","0",,
"1705363457.789",,"50895",
"1705363508.681","0",,
"1705363508.683",,"50894",
"1705363559.575","0",,
"1705363559.578",,"50895",
"1705363610.469","0",,
"1705363610.472",,"50896",
"1705363661.364","0",,
"1705363661.366",,"50895",
"1705363712.257","0",,
"1705363712.259",,"50894",
"1705363763.151","0",,
"1705363763.153",,"50895",
"1705363814.045","0",,
"1705363814.047",,"50895",
"1705363864.939","0",,
"1705363864.941",,"50895",
"1705363915.833","0",,
"1705363915.835",,"50894",
"1705363966.727","0",,
"1705363966.729",,"50895",
"1705364017.621","0",,
"1705364017.623",,"50896",
"1705364068.514","0",,
"1705364068.516",,"50894",
"1705364119.407","0",,
"1705364119.409",,"50893",
"1705364170.299","0",,
"1705364170.301",,"50893",
"1705364221.19","0",,
"1705364221.192",,"50892",
"1705364272.081","0",,
"1705364272.084",,"50893",
"1705364322.974","0",,
"1705364322.975",,"50892",
"1705364373.865","0",,
"1705364373.868",,"50894",
"1705364424.76","0",,
"1705364424.762",,"50895",
"1705364475.654","0",,
"1705364475.657",,"50895",
"1705364526.549","0",,
"1705364526.551",,"50896",
"1705364577.442","0",,
"1705364577.444",,"50894",
"1705364628.335","0",,
"1705364628.337",,"50894",
"1705364679.227","0",,
"1705364679.229",,"50893",
"1705364730.12","0",,
"1705364730.122",,"50894",
"1705364781.012","0",,
"1705364781.014",,"50893",
"1705364831.905","0",,
"1705364831.907",,"50894",
"1705364882.799","0",,
"1705364882.801",,"50894",
"1705364933.691","0",,
"1705364933.693",,"50893",
"1705364984.582","0",,
"1705364984.585",,"50893",
"1705365035.475","0",,
"1705365035.477",,"50893",
"1705365086.367","0",,
"1705365086.37",,"50893",
"1705365137.259","0",,
"1705365137.261",,"50893",
"1705365188.151","0",,
"1705365188.154",,"50893",
"1705365239.044","0",,
"1705365239.046",,"50893",
"1705365289.938","0",,
"1705365289.939",,"50894",
"1705365340.829","0",,
"1705365340.831",,"50893",
"1705365391.721","0",,
"1705365391.724",,"50894",
"1705365442.614","0",,
"1705365442.617",,"50894",
"1705365493.506","0",,
"1705365493.509",,"50893",
"1705365544.398","0",,
"1705365544.4",,"50893",
"1705365595.29","0",,
"1705365595.292",,"50892",
"1705365646.184","0",,
"1705365646.186",,"50895",
"1705365697.077","0",,
"1705365697.079",,"50894",
"1705365747.969","0",,
"1705365747.972",,"50894",
"1705365798.862","0",,
"1705365798.865",,"50894",
"1705365849.756","0",,
"1705365849.758",,"50894",
"1705365900.648","0",,
"1705365900.65",,"50893",
"1705365951.54","0",,
"1705365951.543",,"50893",
"1705366002.434","0",,
"1705366002.436",,"50895",
"1705366053.327","0",,
"1705366053.329",,"50894",
"1705366104.22","0",,
"1705366104.223",,"50894",
"1705366155.113","0",,
"1705366155.116",,"50894",
"1705366206.006","0",,
"1705366206.008",,"50893",
"1705366256.899","0",,
"1705366256.901",,"50894",
"1705366307.793","0",,
"1705366307.795",,"50895",
"1705366358.686","0",,
"1705366358.689",,"50895",
"1705366409.579","0",,
"1705366409.582",,"50894",
"1705366460.473","0",,
"1705366460.475",,"50894",
"1705366511.367","0",,
"1705366511.369",,"50895",
"1705366562.26","0",,
"1705366562.263",,"50895",
"1705366613.153","0",,
"1705366613.156",,"50894",
"1705366664.047","0",,
"1705366664.049",,"50894",
"1705366714.939","0",,
"1705366714.942",,"50894",
"1705366765.834","0",,
"1705366765.836",,"50894",
"1705366816.727","0",,
"1705366816.729",,"50894",
"1705366867.619","0",,
"1705366867.621",,"50894",
"1705366918.512","0",,
"1705366918.514",,"50894",
"1705366969.405","0",,
"1705366969.407",,"50894",
"1705367020.299","0",,
"1705367020.301",,"50894",
"1705367071.192","0",,
"1705367071.195",,"50895",
"1705367122.087","0",,
"1705367122.089",,"50895",
"1705367172.98","0",,
"1705367172.983",,"50895",
"1705367223.874","0",,
"1705367223.877",,"50895",
"1705367274.769","0",,
"1705367274.771",,"50895",
"1705367325.662","0",,
"1705367325.664",,"50894",
"1705367376.556","0",,
"1705367376.558",,"50895",
"1705367427.449","0",,
"1705367427.452",,"50894",
"1705367478.343","0",,
"1705367478.345",,"50895",
"1705367529.237","0",,
"1705367529.239",,"50895",
"1705367580.131","0",,
"1705367580.133",,"50895",
"1705367631.026","0",,
"1705367631.028",,"50895",
"1705367681.918","0",,
"1705367681.92",,"50894",
"1705367732.811","0",,
"1705367732.813",,"50894",
"1705367783.705","0",,
"1705367783.707",,"50895",
"1705367834.598","0",,
"1705367834.601",,"50894",
"1705367885.494","0",,
"1705367885.495",,"50895",
"1705367936.387","0",,
"1705367936.389",,"50895",
"1705367987.281","0",,
"1705367987.283",,"50895",
"1705368038.173","0",,
"1705368038.176",,"50894",
"1705368089.067","0",,
"1705368089.069",,"50894",
"1705368139.961","0",,
"1705368139.964",,"50895",
"1705368190.856","0",,
"1705368190.858",,"50896",
"1705368241.749","0",,
"1705368241.752",,"50894",
"1705368292.643","0",,
"1705368292.645",,"50895",
"1705368343.537","0",,
"1705368343.539",,"50895",
"1705368394.431","0",,
"1705368394.433",,"50895",
"1705368445.326","0",,
"1705368445.328",,"50895",
"1705368496.22","0",,
"1705368496.222",,"50895",
"1705368547.113","0",,
"1705368547.115",,"50894",
"1705368598.007","0",,
"1705368598.009",,"50895",
"1705368648.9","0",,
"1705368648.903",,"50895",
"1705368699.794","0",,
"1705368699.796",,"50894",
"1705368750.689","0",,
"1705368750.691",,"50896",
"1705368801.582","0",,
"1705368801.585",,"50895",
"1705368852.476","0",,
"1705368852.478",,"50894",
"1705368903.37","0",,
"1705368903.372",,"50895",
"1705368954.264","0",,
"1705368954.266",,"50895",
"1705369005.157","0",,
"1705369005.159",,"50894",
"1705369056.051","0",,
"1705369056.053",,"50894",
"1705369106.944","0",,
"1705369106.946",,"50895",
"1705369157.838","0",,
"1705369157.84",,"50895",
"1705369208.732","0",,
"1705369208.734",,"50895",
"1705369259.626","0",,
"1705369259.628",,"50895",
"1705369310.52","0",,
"1705369310.522",,"50895",
"1705369361.414","0",,
"1705369361.417",,"50895",
"1705369412.308","0",,
"1705369412.31",,"50894",
"1705369463.202","0",,
"1705369463.205",,"50896",
"1705369514.096","0",,
"1705369514.098",,"50894",
"1705369564.989","0",,
"1705369564.991",,"50894",
"1705369615.879","0",,
"1705369615.881",,"50891",
"1705369666.769","0",,
"1705369666.771",,"50891",
"1705369717.658","0",,
"1705369717.661",,"50890",
"1705369768.548","0",,
"1705369768.55",,"50891",
"1705369819.438","0",,
"1705369819.44",,"50890",
"1705369870.328","0",,
"1705369870.33",,"50892",
"1705369921.218","0",,
"1705369921.22",,"50890",
"1705369972.107","0",,
"1705369972.11",,"50891",
"1705370022.997","0",,
"1705370023",,"50891",
"1705370073.887","0",,
"1705370073.889",,"50891",
"1705370124.776","0",,
"1705370124.778",,"50890",
"1705370175.666","0",,
"1705370175.668",,"50890",
"1705370226.555","0",,
"1705370226.557",,"50890",
"1705370277.444","0",,
"1705370277.446",,"50890",
"1705370328.334","0",,
"1705370328.336",,"50891",
"1705370379.224","0",,
"1705370379.226",,"50891",
"1705370430.113","0",,
"1705370430.115",,"50890",
"1705370481.003","0",,
"1705370481.005",,"50891",
"1705370531.893","0",,
"1705370531.896",,"50891",
"1705370582.782","0",,
"1705370582.785",,"50890",
"1705370633.672","0",,
"1705370633.674",,"50891",
"1705370684.561","0",,
"1705370684.564",,"50890",
"1705370735.451","0",,
"1705370735.453",,"50890",
"1705370786.347","0",,
"1705370786.348",,"50890",
"1705370837.229","0",,
"1705370837.232",,"50891",
"1705370888.119","0",,
"1705370888.121",,"50890",
"1705370939.008","0",,
"1705370939.01",,"50890",
"1705370989.898","0",,
"1705370989.9",,"50891",
"1705371040.787","0",,
"1705371040.789",,"50890",
